Epoch,Loss
1,0.34308654338286576
2,0.12918639341170468
3,0.11729840675066111
4,0.10480536821899303
5,0.09956214880212921
6,0.102245886605967
7,0.10006796594170857
8,0.0950354602193989
9,0.08692134025220703
10,0.08168275374078081
